"id","type_id","project_id","subject","description","due_date","category_id","status_id","assigned_to_id","priority_id","version_id","author_id","lock_version","done_ratio","estimated_hours","created_at","updated_at","start_date","responsible_id","budget_id","position","story_points","remaining_hours","derived_estimated_hours","schedule_manually","parent_id","duration","ignore_non_working_days"
"145","9","3","Realizar o levantamento das necessidades específicas dos PPGs para melhoria do conceito CAPES e atuação para implantação destas necessidades.","**Indicadores:**

*   Número de PPGs com levantamento realizado.
*   Número de ações para atendimento das necessidades.

**Fonte de informação:**

*   Relatórios dos levantamentos.

**Responsável:**

*   Assessoria Strictu Sensu/Coordenadores de PPGs.

<figure class=""table op-uc-figure_align-center op-uc-figure""><table class=""op-uc-table""><thead class=""op-uc-table--head""><tr class=""op-uc-table--row""><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"" style=""width:200px;"">Mês</th><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"">Valor aferido</th></tr></thead><tbody><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Setembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Outubro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Novembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Dezembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Janeiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Fevereiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Março/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Abril/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Maio/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Junho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Julho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr></tbody></table></figure>",NULL,"4","7",NULL,"8",NULL,"5",4,0,NULL,"2022-10-21 17:15:50.229314-03","2022-10-24 09:49:41.68554-03",NULL,"16",NULL,1,NULL,NULL,NULL,False,"44",NULL,False
"11","1","1","Upload presentations to website",NULL,"2022-11-16",NULL,"1","3","8",NULL,"3",1,0,NULL,"2022-10-19 10:10:02.640095-03","2022-10-19 10:10:02.744513-03","2022-11-07",NULL,NULL,1,NULL,NULL,NULL,False,"10",8,False
"70","9","3","Buscar e organizar espaço físico para implantação do Centro de Inovação (CI).","**Indicadores:**

*   Disponibilização do espaço físco concluída.

**Fonte de informação:**

*   Link de divulgação da inauguração do espaço.

**Responsável:**

*   DIREC.

<figure class=""table op-uc-figure_align-center op-uc-figure""><table class=""op-uc-table""><thead class=""op-uc-table--head""><tr class=""op-uc-table--row""><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"" style=""width:200px;"">Mês</th><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"">Valor aferido</th></tr></thead><tbody><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Setembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Outubro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Novembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Dezembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Janeiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Fevereiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Março/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Abril/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Maio/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Junho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Julho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr></tbody></table></figure>",NULL,"5","13",NULL,"8",NULL,"5",6,0,NULL,"2022-10-20 17:18:58.414857-03","2022-10-24 09:56:19.550045-03",NULL,"9",NULL,1,NULL,NULL,NULL,False,"48",NULL,False
"12","1","1","Party for conference supporters :-)","*   [ ] Beer
*   [ ] Snacks
*   [ ] Music
*   [ ] Even more beer","2022-11-17",NULL,"1","3","8",NULL,"3",1,0,NULL,"2022-10-19 10:10:02.78922-03","2022-10-19 10:10:02.841271-03","2022-11-17",NULL,NULL,1,NULL,NULL,NULL,False,"10",1,False
"13","2","1","End of project",NULL,"2022-11-18",NULL,"1","3","8",NULL,"3",0,0,NULL,"2022-10-19 10:10:02.923681-03","2022-10-19 10:10:02.923681-03","2022-11-18",NULL,NULL,1,NULL,NULL,NULL,False,NULL,1,False
"15","7","2","Password reset does not send email",NULL,NULL,NULL,"4","3","8","1","3",0,0,NULL,"2022-10-19 10:10:03.844656-03","2022-10-19 10:10:03.844656-03","2022-10-17",NULL,NULL,1,NULL,NULL,NULL,False,NULL,NULL,False
"16","5","2","New website",NULL,"2022-11-14",NULL,"3","3","8",NULL,"3",0,0,NULL,"2022-10-19 10:10:03.918906-03","2022-10-19 10:10:03.918906-03","2022-10-17",NULL,NULL,1,NULL,NULL,NULL,False,NULL,21,False
"71","9","3","Utilizar o ""modelo Conceitual"" do Centro de Inovação.","**Indicadores:**

*   Número de projetos inseridos no Centro de Inovação.

**Fonte de informação:**

*   Relatório de gestão do CI.

**Responsável:**

*   DIREC.

<figure class=""table op-uc-figure_align-center op-uc-figure""><table class=""op-uc-table""><thead class=""op-uc-table--head""><tr class=""op-uc-table--row""><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"" style=""width:200px;"">Mês</th><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"">Valor aferido</th></tr></thead><tbody><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Setembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Outubro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Novembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Dezembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Janeiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Fevereiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Março/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Abril/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Maio/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Junho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Julho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr></tbody></table></figure>",NULL,"5","13",NULL,"8",NULL,"5",6,0,NULL,"2022-10-20 17:20:41.817773-03","2022-10-24 09:56:26.223418-03",NULL,"9",NULL,1,NULL,NULL,NULL,False,"48",NULL,False
"72","9","3","Divulgar a existência do Centro de Inovação.","**Indicadores:**

*   Número de ações de divulgação.

**Fonte de informação:**

*   Links das ações de divulgação.

**Responsável:**

*   DIREC.

<figure class=""table op-uc-figure_align-center op-uc-figure""><table class=""op-uc-table""><thead class=""op-uc-table--head""><tr class=""op-uc-table--row""><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"" style=""width:200px;"">Mês</th><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"">Valor aferido</th></tr></thead><tbody><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Setembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Outubro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Novembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Dezembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Janeiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Fevereiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Março/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Abril/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Maio/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Junho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Julho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr></tbody></table></figure>",NULL,"5","13",NULL,"8",NULL,"5",5,0,NULL,"2022-10-20 17:20:59.304961-03","2022-10-24 09:56:31.23138-03",NULL,"9",NULL,1,NULL,NULL,NULL,False,"48",NULL,False
"20","1","2","Create wireframes for new landing page",NULL,"2022-11-14",NULL,"7","3","8","3","3",1,0,NULL,"2022-10-19 10:10:04.275086-03","2022-10-19 10:10:04.325839-03","2022-11-14",NULL,NULL,1,NULL,NULL,NULL,False,"19",1,False
"19","6","2","New landing page",NULL,"2022-11-14",NULL,"3","3","8","3","3",1,0,NULL,"2022-10-19 10:10:04.221962-03","2022-10-19 10:10:04.387838-03","2022-11-14",NULL,NULL,2,3,NULL,NULL,False,"16",1,False
"22","6","2","Feature carousel",NULL,NULL,NULL,"3","3","8","3","3",0,0,NULL,"2022-10-19 10:10:04.527655-03","2022-10-19 10:10:04.527655-03","2022-10-17",NULL,NULL,3,5,NULL,NULL,False,NULL,NULL,False
"23","1","2","Make screenshots for feature tour",NULL,NULL,NULL,"12","3","8","3","3",1,0,NULL,"2022-10-19 10:10:04.586704-03","2022-10-19 10:10:04.63768-03","2022-10-17",NULL,NULL,1,NULL,NULL,NULL,False,"22",NULL,False
"24","7","2","Wrong hover color",NULL,"2022-11-07",NULL,"14","3","8","3","3",0,0,NULL,"2022-10-19 10:10:04.710674-03","2022-10-19 10:10:04.710674-03","2022-11-07",NULL,NULL,4,1,NULL,NULL,False,NULL,1,False
"25","6","2","SSL certificate",NULL,"2022-11-08",NULL,"3","3","8","2","3",0,0,NULL,"2022-10-19 10:10:04.779639-03","2022-10-19 10:10:04.779639-03","2022-11-08",NULL,NULL,1,NULL,NULL,NULL,False,NULL,1,False
"26","6","2","Set-up Staging environment",NULL,"2022-11-09",NULL,"2","3","8","2","3",0,0,NULL,"2022-10-19 10:10:04.883948-03","2022-10-19 10:10:04.883948-03","2022-11-09",NULL,NULL,2,NULL,NULL,NULL,False,NULL,1,False
"21","6","2","Contact form",NULL,"2022-11-07",NULL,"3","3","8","3","3",0,0,NULL,"2022-10-19 10:10:04.461219-03","2022-10-19 10:10:04.461219-03","2022-11-07",NULL,NULL,8,1,NULL,NULL,False,NULL,1,False
"28","6","2","Website navigation structure",NULL,"2022-11-11",NULL,"3","3","8","3","3",0,0,NULL,"2022-10-19 10:10:05.073062-03","2022-10-19 10:10:05.073062-03","2022-11-11",NULL,NULL,7,3,NULL,NULL,False,NULL,1,False
"29","1","2","Set up navigation concept for website.",NULL,"2022-11-11",NULL,"2","3","8","3","3",1,0,NULL,"2022-10-19 10:10:05.127073-03","2022-10-19 10:10:05.181811-03","2022-11-11",NULL,NULL,1,NULL,NULL,NULL,False,"28",1,False
"14","6","2","New login screen",NULL,NULL,NULL,"2","3","8","2","3",0,0,NULL,"2022-10-19 10:10:03.75091-03","2022-10-19 10:10:03.75091-03","2022-10-17",NULL,NULL,6,NULL,NULL,NULL,False,NULL,NULL,False
"17","6","2","Newsletter registration form",NULL,NULL,NULL,"7","3","8","2","3",1,0,NULL,"2022-10-19 10:10:03.975669-03","2022-10-19 10:10:04.045098-03","2022-10-17",NULL,NULL,11,NULL,NULL,NULL,False,"16",NULL,False
"18","6","2","Implement product tour",NULL,NULL,NULL,"2","3","8","2","3",1,0,NULL,"2022-10-19 10:10:04.098872-03","2022-10-19 10:10:04.169733-03","2022-10-17",NULL,NULL,7,NULL,NULL,NULL,False,"16",NULL,False
"27","6","2","Choose a content management system",NULL,"2022-11-10",NULL,"3","3","8","2","3",0,0,NULL,"2022-10-19 10:10:04.977012-03","2022-10-19 10:10:04.977012-03","2022-11-10",NULL,NULL,8,NULL,NULL,NULL,False,NULL,1,False
"30","6","2","Internal link structure",NULL,"2022-11-11",NULL,"12","3","8","2","3",0,0,NULL,"2022-10-19 10:10:05.253334-03","2022-10-19 10:10:05.253334-03","2022-11-11",NULL,NULL,5,NULL,NULL,NULL,False,NULL,1,False
"31","3","2","Develop v1.0",NULL,"2022-11-02",NULL,"7","3","8",NULL,"3",0,0,NULL,"2022-10-19 10:10:05.324326-03","2022-10-19 10:10:05.324326-03","2022-10-31",NULL,NULL,1,NULL,NULL,NULL,False,NULL,3,False
"32","2","2","Release v1.0",NULL,"2022-11-04",NULL,"1","3","8",NULL,"3",0,0,NULL,"2022-10-19 10:10:05.385027-03","2022-10-19 10:10:05.385027-03","2022-11-04",NULL,NULL,1,NULL,NULL,NULL,False,NULL,1,False
"33","3","2","Develop v1.1",NULL,"2022-11-09",NULL,"1","3","8",NULL,"3",0,0,NULL,"2022-10-19 10:10:05.444129-03","2022-10-19 10:10:05.444129-03","2022-11-07",NULL,NULL,1,NULL,NULL,NULL,False,NULL,3,False
"34","2","2","Release v1.1",NULL,"2022-11-11",NULL,"1","3","8",NULL,"3",0,0,NULL,"2022-10-19 10:10:05.499243-03","2022-10-19 10:10:05.499243-03","2022-11-11",NULL,NULL,1,NULL,NULL,NULL,False,NULL,1,False
"35","3","2","Develop v2.0",NULL,"2022-11-16",NULL,"1","3","8",NULL,"3",0,0,NULL,"2022-10-19 10:10:05.555291-03","2022-10-19 10:10:05.555291-03","2022-11-14",NULL,NULL,1,NULL,NULL,NULL,False,NULL,3,False
"36","2","2","Release v2.0",NULL,"2022-11-18",NULL,"1","3","8",NULL,"3",0,0,NULL,"2022-10-19 10:10:05.610404-03","2022-10-19 10:10:05.610404-03","2022-11-18",NULL,NULL,1,NULL,NULL,NULL,False,NULL,1,False
"49","8","3","REC.3) Promover a sustentabilidade financeira da pesquisa no Campus Pato Branco.","**Metas:**

*   Participar de pelo menos 3 Editais FINEP para angariar recursos financeiros.
*   Participar de pelo menos 2 Editais FA para angariar recursos financeiros e/ou bolsistas.
*   Participar de pelo menos 1 edital de outra instituição para angariar recursos financeiros.",NULL,"5","7",NULL,"8",NULL,"5",1,0,NULL,"2022-10-20 16:20:19.456256-03","2022-10-20 17:08:06.229936-03",NULL,NULL,NULL,1,NULL,NULL,NULL,False,NULL,NULL,False
"45","8","3","PG.7) Promover a internacionalização das pesquisas e dos PPGs.","**Metas:**

*   Alinhar 60% dos afastamentos de stricto sensu e estágio pós-doutoral com as atividades de pesquisa dos PPGs do campus.
*   Promover pelo menos 4 missões de intercâmbio com instituições internacionais.",NULL,"4","7",NULL,"8",NULL,"5",4,0,NULL,"2022-10-20 16:05:21.324162-03","2022-10-24 09:51:12.628455-03",NULL,NULL,NULL,1,NULL,NULL,NULL,False,NULL,NULL,False
"152","9","3","Desburocratizar o processo de afastamento para atividades de pesquisa de interesse institucional.","**Indicadores:**

*   Procedimento concluído.

**Fonte de informação:**

*   Divulgação do procedimento.

**Responsável:**

*   DIRPPG/COGERH/Departamentos Acadêmicos.

<figure class=""table op-uc-figure_align-center op-uc-figure""><table class=""op-uc-table""><thead class=""op-uc-table--head""><tr class=""op-uc-table--row""><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"" style=""width:200px;"">Mês</th><th class=""op-uc-p op-uc-table--cell op-uc-table--cell_head"">Valor aferido</th></tr></thead><tbody><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Setembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Outubro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Novembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Dezembro/2022</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Janeiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Fevereiro/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Março/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Abril/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Maio/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Junho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr><tr class=""op-uc-table--row""><td class=""op-uc-p op-uc-table--cell"" style=""width:200px;"">Julho/2023</td><td class=""op-uc-p op-uc-table--cell""></td></tr></tbody></table></figure>",NULL,"4","13",NULL,"8",NULL,"5",6,0,NULL,"2022-10-21 17:17:26.486491-03","2022-10-24 09:51:35.068952-03",NULL,"7",NULL,1,NULL,NULL,NULL,False,"45",NULL,False
"47","8","3","PG.15) Fortalecer os cursos de pós-graduação lato sensu no campus.","**Metas:**

*   Fomentar a elaboração de pelo menos 5 novas propostas de cursos _lato sensu_, em especial, em EAD.
*   Divulgar todos os cursos de especialização com turmas novas. 
*   Padronizar o processo de abertura e o processo administrativo para o desenvolvimento dos cursos _lato sensu_. 
*   Buscar parcerias com pelo menos uma empresa possibilitando especializações _in company_.",NULL,"4","7",NULL,"8",NULL,"5",2,1,NULL,"2022-10-20 16:13:12.094201-03","2022-10-24 08:49:59.904727-03",NULL,NULL,NULL,1,NULL,NULL,NULL,False,NULL,NULL,False
